,Name,emotion,url
0,BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) (feat. Halsey)' Official MV.wav,1,https://www.youtube.com/embed/XsX3ATc3FbA
1,Conan Gray - Maniac (Official Video).wav,1,https://www.youtube.com/embed/-E-_IRJU5w0
2,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO).wav,1,https://www.youtube.com/embed/q0hyYWKXF0Q
3,Anne-Marie - 2002 [Official Video].wav,1,https://www.youtube.com/embed/Il-an3K9pjg
4,BTS (방탄소년단) '봄날 (Spring Day)' Official MV.wav,1,https://www.youtube.com/embed/xEeFrLSkMm8
5,창모 (CHANGMO) - METEOR [Official Music Video].wav,1,https://www.youtube.com/embed/abuTb3qMOsY
6,박진영 (J.Y. Park) 'When We Disco (Duet with 선미)' M_V.wav,1,https://www.youtube.com/embed/zrsBjYukE8s
7,[MV] Brave Girls(브레이브걸스) _ We Ride(운전만해).wav,1,https://www.youtube.com/embed/4HjcypoChfQ
8,Dua Lipa - Don't Start Now (Official Music Video).wav,1,https://www.youtube.com/embed/oygrmJFKYZY
9,【임창정 M_V】 16집 '소확행' Official _ IM CHANG JUNG _ 16th ALBUM _ K-pop Artist _ Music Video.wav,1,https://www.youtube.com/embed/zdyebEnWzTM
10,BLACKPINK - 'How You Like That' M_V.wav,1,https://www.youtube.com/embed/ioNng23DkIM
11,[MV] Hwa Sa(화사) _ Maria(마리아).wav,1,https://www.youtube.com/embed/tDukIfFzX18
12,[MV] 마마무 (MAMAMOO) - 딩가딩가 (Dingga).wav,1,https://www.youtube.com/embed/LzmdGtzby2s
13,BTS (방탄소년단) 'Savage Love' (Laxed – Siren Beat) [BTS Remix] Lyric Video.wav,1,https://www.youtube.com/embed/qvu4nPMyl3U
14,[ENG] [SMTM9] 'VVS' (Feat. JUSTHIS) (Prod. GroovyRoom) MV - 머쉬베놈  미란이  쿤디판다  먼치맨 EP.6 201120.wav,1,https://www.youtube.com/embed/mZInUHwmzN8
15,BLACKPINK – ‘Lovesick Girls’ M_V.wav,1,https://www.youtube.com/embed/dyRsYk0LyA8
16,TWICE 'I CAN'T STOP ME' M_V.wav,1,https://www.youtube.com/embed/CM4CkVFmTds
17,[ENG] SMTM9 [8회_풀버전] '내일이 오면' (Feat. 기리보이  BIG Naughty(서동현)) - 릴보이 @본선 full ver. EP.8 201204.wav,1,https://www.youtube.com/embed/Ww147bBSIfo
18,BTS (방탄소년단) 'Life Goes On' Official MV.wav,1,https://www.youtube.com/embed/-5q5mZbe3V8
19,IZ_ONE (아이즈원) 'Panorama' MV.wav,1,https://www.youtube.com/embed/G8GaQdW2wHc
20,HyunA - 'I'm Not Cool' MV .wav,1,https://www.youtube.com/embed/_yXEnhyOTQo
21,[MV] IU(아이유) _ Celebrity.wav,1,https://www.youtube.com/embed/0-q1KafFCLU
22,[MV] OH MY GIRL(오마이걸) _ Nonstop(살짝 설렜어).wav,1,https://www.youtube.com/embed/iDjQSdN_ig8
23,[MV] IU(아이유) _ eight(에잇) (Prod.&Feat. SUGA of BTS).wav,1,https://www.youtube.com/embed/TgOu00Mf3kI
24,오마이걸(OH MY GIRL)_Dolphin - Special Clip @따따따따🌀 물보라를 일으켜〰🐬💦.wav,1,https://www.youtube.com/embed/oaRTMjLdiDw
25,Cardi B - Up [Official Music Video].wav,1,https://www.youtube.com/embed/rCiBgLOcuKU
26,SHINee 샤이니 'Don't Call Me' MV.wav,1,https://www.youtube.com/embed/p6OoY6xneI0
27,선미(SUNMI) - 꼬리(TAIL) MUSIC VIDEO.wav,1,https://www.youtube.com/embed/Aui0ZKIaXVc
28,Bruno Mars  Anderson .Paak  Silk Sonic - Leave the Door Open [Official Video].wav,1,https://www.youtube.com/embed/adLGHcj_fmA
29,Drake - What’s Next.wav,1,https://www.youtube.com/embed/7EUVJaKJtBY
30,[MV] 브레이브걸스 (Brave Girls) - 롤린 (Rollin') (Clean ver.).wav,1,https://www.youtube.com/embed/3cZrxpK2EAQ
31,[Teaser] IU(아이유)_Flu.wav,1,https://www.youtube.com/embed/YjdWNVSaUT8
32,ROSÉ - 'On The Ground' M_V.wav,1,https://www.youtube.com/embed/CKZvWhCqx1s
33,Jessi (제시) - '어떤X (What Type of X)' MV.wav,1,https://www.youtube.com/embed/OEu1OWf8ezU
34,MELODY.wav,1,https://www.youtube.com/embed/qokN6UJDZII
35,Ah puh (어푸 (Ah puh)).wav,1,https://www.youtube.com/embed/7n9D8ZeOQv0
36,Mike Shinoda - Happy Endings (feat. iann dior & UPSAHL) [Official Music Video].wav,1,https://www.youtube.com/embed/1VYZFJR7zgw
37,[MV] IU(아이유)_LILAC(라일락).wav,1,https://www.youtube.com/embed/v7bnOxV4jAc
38,[MV] IU(아이유)_Coin.wav,1,https://www.youtube.com/embed/86BST8NIpNM
39,Troll (Feat. DEAN) (돌림노래 (Feat. DEAN)).wav,1,https://www.youtube.com/embed/hiUPJaHjuUk
40,Justin Bieber - Peaches ft. Daniel Caesar  Giveon (1).wav,1,https://www.youtube.com/embed/mGQS_SCZsrE
41,Justin Bieber - Peaches ft. Daniel Caesar  Giveon.wav,1,https://www.youtube.com/embed/tQ0yjYUFKAE
42,Polo G - RAPSTAR (Official Video).wav,1,https://www.youtube.com/embed/w2IhccXakkE
43,CJ - Lil Freak (feat. Dream Doll) Official Video.wav,1,https://www.youtube.com/embed/WtQtyrxwIHo
44,[MV] 휘인 (Whee In) - water color.wav,1,https://www.youtube.com/embed/ShFKF2YN7H0
45,IDK  Offset - SHOOT MY SHOT (Official Music Video).wav,1,https://www.youtube.com/embed/BRdRbLucHq4
46,[MV] IU(아이유) _ Blueming(블루밍).wav,1,https://www.youtube.com/embed/D1PvIWdJ8xo
47,BTS (방탄소년단) 'Dynamite' Official MV.wav,1,https://www.youtube.com/embed/gdZLi9oWNZg
48,Giveon - Heartbreak Anniversary (Official Music Video).wav,1,https://www.youtube.com/embed/uWRlisQu4fo
49,Chris Brown  Young Thug - Go Crazy (Official Video).wav,1,https://www.youtube.com/embed/dPhwbZBvW2o
50,Teddy Swims - Bed On Fire (Official Music VIdeo).wav,1,https://www.youtube.com/embed/c-vuouZMrr8
51,Anitta - Girl From Rio (Official Music Video).wav,1,https://www.youtube.com/embed/CuyTC8FLICY
52,NLE Choppa - Final Warning (Official Video).wav,1,https://www.youtube.com/embed/ih6vI5SAkjc
53,The Weeknd & Ariana Grande - Save Your Tears (Remix) (Official Video).wav,1,https://www.youtube.com/embed/DTc-CFMCvJU
54,Doja Cat - Kiss Me More (Official Video) ft. SZA.wav,1,https://www.youtube.com/embed/0EVVKs6DQLo
55,Saweetie - Fast (Motion) [Official Music Video].wav,1,https://www.youtube.com/embed/mkiA9tuJ-xM
56,SG워너비 (SG WANNABE) - Timeless MV.wav,0,https://www.youtube.com/embed/0pLa8NyS4Es
57,SG WANNA BE (SG워너비) - 라라라 (Ver.2) MV.wav,0,https://www.youtube.com/embed/hPoRgIzXm5o
58,폴킴 (Paul Kim) - 모든 날  모든 순간 (Every Day  Every Moment) [Lyric Video].wav,0,https://www.youtube.com/embed/1q_t6RNuH8c
59,AKMU - '어떻게 이별까지 사랑하겠어  널 사랑하는 거지(How can I love the heartbreak  you`re the one I love)' M_V.wav,0,https://www.youtube.com/embed/m3DZsBw5bnE
60,[MV] HIGH4  IU(하이포  아이유) _ Not Spring  Love  or Cherry Blossoms(봄 사랑 벚꽃 말고).wav,0,https://www.youtube.com/embed/ouR4nn1G9r4
61,Maroon 5 - Memories (Lyric Video).wav,0,https://www.youtube.com/embed/OYrTO7slaAE
62,마크툽 (MAKTUB) - 오늘도 빛나는 너에게(To You My Light)(Feat.이라온) Lyrics Video.wav,0,https://www.youtube.com/embed/dmSUBdk4SY4
63,[MV] Paul Kim(폴킴) _ Me After You(너를 만나).wav,0,https://www.youtube.com/embed/YBzJ0jmHv-4
64,[멜로가 체질 OST Part 3] 장범준 (Beom June Jang) - 흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 MV.wav,0,https://www.youtube.com/embed/YBEUXfT7_48
65,폴킴 (Paul Kim) - 안녕 [Lyric Video].wav,0,https://www.youtube.com/embed/eQN_5Q_gjAU
66,[MV] Gaho - Start Over [ITAEWON CLASS OST Part.2].wav,0,https://www.youtube.com/embed/6LDg0YGYVw4
67,IU (아이유) - I Give You My Heart 마음을 드려요 (Crash Landing on You OST Part 11) Lyrics (Han_Rom_Eng_가사).wav,0,https://www.youtube.com/embed/dqsAY-BCs_0
68,Lauv - Paris in the Rain [Official Video].wav,0,https://www.youtube.com/embed/kOCkne-Bku4
69,Lim Young Woong Direct Cam LIVE [Trust In Me Now].wav,0,https://www.youtube.com/embed/JhtdEZxILz4
70,[MV] GyeongseoYeji(경서예지) _ Actually.. I miss you(사실 나는).wav,0,https://www.youtube.com/embed/YJInKpVsBQA
71,순순희 SoonSoonHee - 서면역에서 seomyun Official M_V.wav,0,https://www.youtube.com/embed/Izl5vXDTevY
72,[MV] Jeon Sang Keun(전상근) _ Love is(사랑은 지날수록 더욱 선명하게 남아).wav,0,https://www.youtube.com/embed/f60RrwBJMNY
73,BLOO - Downtown Baby [Official Music Video].wav,0,https://www.youtube.com/embed/P07XG1P0ums
74,[MV] Sin Ye Young(신예영) _ why break up(우리 왜 헤어져야 해).wav,0,https://www.youtube.com/embed/75p4jyMXOKc
75,[MV] Noel(노을) _ Late Night(늦은 밤 너의 집 앞 골목길에서).wav,0,https://www.youtube.com/embed/kFhf7pjRRjA
76,[MV] BAEK Z YOUNG(백지영) _ I still love you a lot(거짓말이라도 해서 널 보고싶어).wav,0,https://www.youtube.com/embed/ihdFX5Iyysk
77,산들 - 취기를 빌려 (취향저격 그녀 X 산들) Live Clip Full ver..wav,0,https://www.youtube.com/embed/dEIULaQgGiQ
78,Standing EGG - 오래된 노래.wav,0,https://www.youtube.com/embed/bW3XExLBf7A
79,규현 - 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) 녹음실 Live Full ver..wav,0,https://www.youtube.com/embed/ITgd_qRMCRM
80,【임창정 M_V】 16집 타이틀 '힘든 건 사랑이 아니다' (캘리 ver.1) Official _ IM CHANG JUNG _ 16th ALBUM _ Music Video.wav,0,https://www.youtube.com/embed/Y7FMbWfAFTc
81,적재 - 나랑 같이 걸을래 (바른연애 길잡이 X 적재) 가로라이브 Full ver..wav,0,https://www.youtube.com/embed/Vn2vi9cz6Tg
82,LEE HI - HOLO Official Music Video (ENG).wav,0,https://www.youtube.com/embed/VdeK_VsG9U0
83,[MV] KyoungSeo(경서) _ Shiny Star(밤하늘의 별을)(2020).wav,0,https://www.youtube.com/embed/NuTNPV72rFo
84,[MV] Lee Yejoon(이예준) _ On That Day(그날에 나는 맘이 편했을까).wav,0,https://www.youtube.com/embed/Jqbe1Wdlkt4
85,벤 BEN - 혼술하고 싶은 밤 Lonely night Official M_V.wav,0,https://www.youtube.com/embed/4Yf102s9DPk
86,잠이 오질 않네요 - 장범준.wav,0,https://www.youtube.com/embed/JR-wv5fOJEY
87,[MV] Huh Gak(허각) _ How did we(우린 어쩌다 헤어진 걸까).wav,0,https://www.youtube.com/embed/yRwmTXUeONE
88,[슬기로운 의사생활 OST Part 3] 조정석 (CHO JUNG SEOK) - 아로하 (Aloha) MV.wav,0,https://www.youtube.com/embed/3DOkxQ3HDXE
89,10CM - 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) 가로라이브 Full ver..wav,0,https://www.youtube.com/embed/WnmolQ9fxfM
90,[리본 프로젝트 vol.2] 술 한잔 해요 - MJ (써니사이드) & 경서 (경서예지).wav,0,https://www.youtube.com/embed/Zb4MlKzZGxk
91,[MV] Jung Dong Ha(정동하) _ I Still Love You(추억은 만남보다 이별에 남아).wav,0,https://www.youtube.com/embed/khGHeUaJRjw
92,허각 - 고백 (바른연애 길잡이 X 허각) 가로라이브 Full ver..wav,0,https://www.youtube.com/embed/pTe5SW4MY7g
93,Again (Prod.V.O.S) (다시 만날까 봐).wav,0,https://www.youtube.com/embed/lzMU2uFE0ro
94,윤하 (YOUNHA) - 서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)) 세로라이브 Full ver..wav,0,https://www.youtube.com/embed/F0x4fXzCbV4
95,Etham - 12_45 (Stripped _ Lyric Video).wav,0,https://www.youtube.com/embed/GhWnG7YhcEE
96,[MV] OVAN(오반) _ I Need You(어떻게 지내).wav,0,https://www.youtube.com/embed/rVXeArOQIs4
97,[MV] Song I Han(송이한) _ I will be your shining star(밝게 빛나는 별이 되어 비춰줄게).wav,0,https://www.youtube.com/embed/pgMcZSseBaE
98,양요섭  정은지 - LOVE DAY (2021) (바른연애 길잡이 X 양요섭  정은지) 가로라이브 Full ver..wav,0,https://www.youtube.com/embed/Xxz4uZKbZYQ
99,[IU] 'Love poem' Live Clip.wav,0,https://www.youtube.com/embed/OcVmaIlHZ1o
100,[오듣드] 임창정 - 되풀이(펜트하우스2 OST Part.1) #임창정 #SBSCatch.wav,0,https://www.youtube.com/embed/0W0PSXhGz9c
101,이소정(SOJUNG) - 함께 했는데 이별은 나 혼자인 거야(If You Were Still Here) LIVE.wav,0,https://www.youtube.com/embed/uoZOfyQXCY4
102,안녕 - 너의 번호를 누르고 (Prod. 영화처럼) [가사].wav,0,https://www.youtube.com/embed/4OWRJ8Hnkz4
103,Hi spring Bye (봄 안녕 봄).wav,0,https://www.youtube.com/embed/PLDH-rcYd8c
104,이렇게 좋아해 본 적이 없어요.wav,0,https://www.youtube.com/embed/eO5xa4ThtU4
105,Dear you (Romance 101 X LeeHi) (그 한마디 (바른연애 길잡이 X 이하이)).wav,0,https://www.youtube.com/embed/tjT47OyBa4o
106,My sea (아이와 나의 바다).wav,0,https://www.youtube.com/embed/TqIAndOnd74
107,Empty Cup (빈 컵 (Empty Cup)).wav,0,https://www.youtube.com/embed/2sQznc9CQxg
108,[MV] HWANG CHI YEUL(황치열) _ Two Letters(안녕이란).wav,0,https://www.youtube.com/embed/6k6EekzWeos
109,[IU] '내 손을 잡아(Hold My Hand)' Live Clip (2019 IU Tour Concert 'Love  poem').wav,0,https://www.youtube.com/embed/3iM_06QeZi8
110,Olivia Rodrigo - drivers license (Official Video).wav,0,https://www.youtube.com/embed/ZmDBbnmKpqQ
111,ROSÉ - 'Gone' M_V.wav,0,https://www.youtube.com/embed/K9_VFxzCuQ0
112,Lil Nas X - MONTERO (Call Me By Your Name) [Official Video except its not the official video at all].wav,0,https://www.youtube.com/embed/1_Tx2p4Q4TA
113,다비치 (DAVICHI) - 그냥 안아달란 말야 (Just hug me) MV.wav,0,https://www.youtube.com/embed/ORYgMXQ8Kqg
114,[MV] IU(아이유)_Epilogue(에필로그).wav,0,https://www.youtube.com/embed/c9E2IT1jHQY
115,조이 (JOY) - 왜 사랑은 언제나 쉽지 않을까 (바른연애 길잡이 X 조이 (JOY)) 세로라이브 Full ver..wav,0,https://www.youtube.com/embed/Xj0DYJwpg2I
116,Bebe Rexha - Sabotage [Official Music Video].wav,0,https://www.youtube.com/embed/DG6D_KrdABo
117,[놀면 뭐하니 후공개] SG 워너비 - '내 사람' 풀영상.wav,0,https://www.youtube.com/embed/waRLFDHPGew
118,Siren Remix (Feat. UNEDUCATED KID  Paul Blanco) (사이렌 Remix (Feat. UNEDUCATED KID  Paul....wav,0,https://www.youtube.com/embed/Bbl3qPS9x4o
119,Madeline The Person - I Talk to the Sky (Official Music Video).wav,0,https://www.youtube.com/embed/Q0etRi4F_mo
120,Olivia Rodrigo - deja vu (Official Video).wav,0,https://www.youtube.com/embed/cii6ruuycQA
